	Hs	Mm	Rn	Xl	Dm	Ce	Sc
1538	1	1	1	1	0	0	0
1539	1	1	1	1	1	0	0
1542	1	1	1	1	0	0	0
1543	1	1	1	1	1	0	0
1545	1	1	1	1	0	0	0
1547	1	1	1	1	1	1	1
1548	1	1	1	1	0	0	0
1549	1	1	2	1	0	0	0
1550	1	1	1	1	0	0	0
1551	1	1	1	1	0	0	0
1553	0	1	1	1	0	0	0
1554	1	1	1	0	0	0	0
1556	1	1	1	1	0	0	0
1557	1	1	1	1	1	1	0
1558	1	1	1	1	0	0	0
1563	1	1	1	1	0	0	0
1566	1	1	1	1	0	0	0
1568	1	1	2	1	2	0	0
1571	1	1	1	1	1	1	1
1572	1	1	1	1	1	2	0
1576	1	1	1	1	1	1	0
1577	1	1	1	1	0	0	0
1578	1	1	1	1	0	0	0
1580	1	1	1	0	0	0	0
1585	1	1	1	1	0	0	0
1586	1	1	1	1	0	0	0
1592	1	1	1	1	1	1	1
1593	1	1	1	1	0	0	0
1596	1	1	1	1	0	0	0
1601	1	1	1	0	0	0	0
1602	1	1	1	0	0	0	0
1603	1	1	1	1	0	0	0
1609	1	1	1	1	1	0	1
1611	1	1	1	0	0	0	0
1612	1	1	1	1	0	0	0
1615	1	1	1	1	0	0	0
1617	1	1	1	1	0	0	0
1619	1	1	1	1	0	0	0
1620	1	1	1	1	1	1	0
1624	1	1	1	1	1	1	1
1626	1	1	1	1	1	1	1
1629	1	1	1	1	0	0	0
1631	1	1	1	0	0	0	0
1632	1	1	1	1	0	0	0
1633	1	1	1	1	0	0	0
1640	1	1	1	0	0	0	0
1641	1	1	1	0	0	0	0
1642	1	1	1	1	0	0	1
1643	1	1	1	1	0	0	0
1645	1	1	1	1	0	0	0
1646	1	1	1	0	0	0	0
1648	1	1	1	0	0	0	0
1649	1	1	1	0	0	0	0
1650	1	1	1	0	0	0	0
1651	1	1	1	1	0	0	0
1652	1	1	1	1	0	0	0
1653	1	1	1	1	1	0	0
1654	1	1	1	0	0	0	0
1655	1	1	1	1	1	0	0
1657	1	1	1	1	2	1	0
1658	1	1	1	1	0	0	0
1659	1	1	1	1	0	0	0
1661	1	1	1	0	1	1	0
1662	1	1	1	1	0	0	0
1664	1	1	1	1	0	0	0
1666	1	1	1	0	0	0	0
1667	1	1	1	0	0	0	0
1668	1	1	0	1	0	0	0
1669	1	1	1	0	0	0	0
1670	1	1	1	1	0	0	0
1671	1	1	1	1	0	0	0
1672	1	1	1	1	1	0	0
1673	1	1	1	1	1	1	0
1675	1	1	1	0	0	0	0
1676	1	1	1	1	1	1	0
1677	1	1	1	1	0	0	0
1678	1	1	1	1	0	0	0
1679	1	1	1	1	0	0	0
1680	1	1	1	1	0	0	0
1683	1	1	1	1	0	0	0
1684	1	1	1	1	0	0	0
1687	1	1	1	1	0	0	0
1688	1	1	1	1	0	0	0
1689	1	1	1	1	0	0	0
1690	1	1	1	1	0	0	0
1691	1	1	1	1	0	1	0
1692	1	1	1	0	0	0	0
1693	1	1	1	1	1	1	0
1696	1	1	1	1	0	0	0
1701	1	1	1	0	0	0	0
1705	1	1	1	0	0	0	0
1707	1	1	1	1	1	1	1
1708	1	1	2	1	1	0	0
1710	1	1	1	1	1	1	1
1712	1	1	1	0	0	0	0
1713	1	1	1	1	0	0	0
1715	1	1	1	1	0	0	0
1717	1	1	1	0	0	0	0
1718	1	1	1	1	0	0	0
1719	1	1	1	1	0	0	0
1720	1	1	1	0	0	0	0
1722	1	1	1	1	0	0	0
1723	1	1	1	1	1	1	0
1724	1	1	1	1	1	1	0
1730	1	1	1	0	0	0	0
1731	1	1	1	1	0	0	0
1734	1	1	1	0	0	0	0
1735	1	1	1	1	0	0	0
1736	1	1	1	1	1	0	1
1738	1	1	1	1	1	0	0
1741	1	1	1	1	0	0	0
1742	1	1	1	1	1	0	0
1744	1	1	1	1	1	0	0
1745	1	1	1	1	0	0	0
1746	1	1	1	1	0	0	0
1747	1	1	1	1	1	0	0
1750	1	1	1	1	0	0	0
1752	1	1	1	0	0	0	0
1753	1	1	1	0	0	0	0
1754	1	1	1	0	0	0	0
1758	1	1	1	0	0	0	0
1759	1	1	1	0	0	0	0
1762	1	1	1	1	0	0	0
1763	1	1	1	0	0	0	0
1764	1	1	1	1	0	0	0
1767	1	1	1	2	0	0	0
1768	1	1	1	1	1	1	1
1770	1	1	1	1	1	0	0
1771	1	1	1	1	0	0	0
1776	1	1	1	0	0	0	0
1777	1	1	1	1	0	0	0
1778	1	1	1	0	0	0	0
1779	1	1	1	1	0	0	0
1780	1	1	1	0	0	0	0
1782	1	1	1	4	0	0	0
1783	1	1	1	1	0	0	0
1785	1	1	1	1	0	0	0
1786	1	1	1	1	0	0	0
1788	1	1	0	1	0	0	0
1789	1	1	1	1	0	0	0
1791	1	1	1	1	1	0	1
1792	1	1	1	1	0	0	0
1793	1	1	1	1	0	0	0
1794	1	1	1	1	0	0	0
1795	1	1	1	1	0	0	0
1800	1	1	1	1	0	0	0
1801	1	1	1	1	0	0	0
1803	1	1	1	0	0	0	0
1804	1	1	1	1	1	2	0
1806	1	1	1	1	1	1	0
1808	1	1	1	1	0	1	0
1811	1	1	1	2	0	0	0
1813	1	0	0	0	0	0	0
1814	1	1	1	0	0	0	0
1820	1	1	1	1	0	0	0
1821	1	1	1	1	1	1	1
1824	1	1	1	1	0	0	0
1825	1	1	1	1	1	1	1
1826	1	1	0	1	0	0	0
1829	1	1	1	1	0	0	0
1830	1	1	1	1	0	1	1
1832	1	1	1	0	0	0	0
1833	1	1	1	1	1	1	0
1834	1	1	1	1	0	0	0
1835	1	1	1	1	0	0	0
1836	1	1	1	1	0	0	0
1837	1	1	1	1	0	0	0
1838	1	1	0	1	1	1	1
1839	1	1	1	1	0	0	0
1840	1	1	1	1	1	1	0
1842	1	1	1	1	0	0	0
1843	1	1	1	1	1	0	1
1844	1	0	1	1	0	0	0
1846	1	1	1	1	0	0	0
1847	1	1	1	1	0	0	0
1849	1	1	1	1	0	0	0
1850	1	1	1	1	0	0	0
1854	1	1	1	1	0	0	0
1855	1	1	0	1	0	0	0
1857	1	1	1	1	1	1	1
1858	1	1	1	1	0	0	0
1859	1	1	1	1	1	1	0
1860	0	0	0	0	1	0	0
1861	1	1	1	1	1	0	0
1864	1	1	1	1	0	0	0
1865	1	1	1	0	0	0	0
1866	1	1	1	1	0	1	0
1867	1	1	1	1	1	1	0
1869	1	1	1	1	0	0	0
1870	1	1	1	0	1	0	0
1871	1	1	1	1	0	0	0
1872	1	1	1	1	0	0	0
1873	1	1	1	1	0	0	0
1875	1	1	1	1	1	1	1
1876	1	1	1	1	0	0	0
1877	1	1	1	1	0	0	0
1878	1	1	1	1	0	0	0
1879	1	1	1	1	0	0	0
1880	1	1	1	1	0	0	0
1884	1	1	1	1	0	0	0
1886	1	1	1	0	0	0	0
1887	1	1	1	1	0	0	0
1888	1	1	1	0	0	0	0
1891	1	1	1	1	0	0	0
1892	1	1	1	1	0	0	0
1895	1	1	1	1	2	0	0
1896	1	1	1	1	0	0	0
1897	1	1	1	2	1	1	0
1898	1	1	1	1	0	0	0
1901	1	1	1	1	1	0	0
1902	1	1	1	1	1	1	1
1903	1	2	1	0	0	0	0
1905	1	1	1	1	0	0	0
1906	1	1	1	1	2	1	1
1907	1	1	0	0	0	0	0
1909	1	1	1	1	1	0	1
1910	1	1	1	0	0	0	0
1912	1	1	1	1	0	0	0
1913	1	1	1	1	0	0	0
1915	1	1	1	0	0	0	0
1918	1	1	1	0	0	1	0
1921	1	1	1	1	0	0	0
1922	1	1	1	0	0	0	0
1923	1	1	1	1	0	0	0
1924	1	1	1	1	0	0	0
1925	1	1	0	2	0	0	0
1926	1	1	1	1	0	0	0
1927	1	1	1	1	0	0	0
1930	1	1	1	1	0	1	0
1932	1	1	1	1	1	0	0
1933	1	1	1	1	0	0	0
1936	1	1	1	0	1	1	1
1937	1	1	1	1	0	0	0
1940	1	1	1	1	0	0	0
1943	1	1	1	1	0	0	0
1944	1	1	1	1	1	0	0
1945	1	1	1	1	1	1	1
1946	1	1	1	1	0	0	0
1949	1	1	1	1	0	0	0
1950	1	1	1	1	0	0	0
1951	1	1	1	1	1	1	0
1952	1	1	1	1	0	0	0
1953	1	1	1	1	0	0	0
1954	1	1	1	1	1	1	0
1955	1	1	1	2	0	0	0
1956	1	1	1	1	0	0	0
1957	1	1	1	1	0	1	0
1960	1	1	1	1	0	0	0
1964	1	1	1	1	0	0	0
1965	1	1	1	1	0	0	0
1966	1	1	1	1	0	0	0
1967	1	1	1	1	1	1	0
1969	1	1	1	0	0	0	0
1972	1	1	1	1	1	0	1
1974	1	1	2	1	0	0	0
1978	1	1	1	0	0	0	0
1979	1	1	1	1	1	1	2
1980	1	1	1	1	1	1	1
1981	1	1	1	1	0	0	0
1982	1	1	1	1	1	1	1
1984	1	1	1	1	0	0	0
1986	1	1	1	1	1	1	1
1990	1	1	1	0	0	0	0
1993	1	1	1	1	0	0	0
1994	1	1	0	0	0	0	0
1997	1	1	1	0	1	1	0
2000	1	1	1	1	0	0	0
2001	1	1	1	0	0	0	0
2002	0	1	1	0	0	0	0
2003	1	1	1	1	0	0	0
2004	1	1	1	1	1	1	1
2013	1	1	1	1	0	0	0
2014	1	1	1	1	1	1	1
2015	1	1	1	1	1	1	0
2016	1	1	1	1	1	0	1
2017	1	1	1	1	1	1	1
2018	1	1	1	1	1	0	1
2019	1	1	1	1	1	1	1
2023	1	1	1	1	1	0	0
2026	1	1	1	1	0	0	0
2027	1	1	1	1	1	1	0
2032	1	1	1	1	1	1	1
2033	1	1	1	0	0	0	0
2035	1	1	1	1	0	0	0
2038	1	1	1	1	1	1	1
2039	1	1	1	0	0	0	0
2041	1	1	1	1	0	0	0
2042	1	1	1	1	2	0	0
2043	1	0	0	0	0	0	0
2044	1	1	1	0	0	0	0
2054	1	1	1	1	1	1	0
2055	1	1	1	0	1	2	0
2056	1	1	1	1	1	1	0
2058	1	1	1	1	0	0	0
2060	1	1	2	1	0	0	1
2063	1	1	1	1	1	1	0
2069	1	1	1	1	0	0	0
2073	1	1	1	1	1	1	0
2075	1	1	1	1	0	0	0
2076	0	0	0	0	0	0	1
2080	1	1	1	0	1	1	1
2081	1	1	1	1	1	1	1
2082	1	1	1	1	1	1	1
2083	1	1	1	1	1	1	1
2084	1	1	1	1	1	1	1
2085	1	1	1	1	2	1	1
2086	1	1	1	0	2	0	1
2087	1	1	1	1	1	1	1
2088	1	1	1	1	1	1	1
2089	1	1	1	1	1	1	1
2090	1	1	1	1	1	0	1
2092	1	1	0	1	0	0	1
2093	1	1	1	1	1	0	1
2094	1	1	1	1	0	0	0
2095	1	1	1	1	1	1	1
2096	1	1	1	1	1	1	1
2097	1	1	1	1	1	1	1
2098	1	1	1	1	1	2	1
2100	1	1	1	1	1	0	1
2101	1	1	1	1	1	1	1
2102	1	1	1	1	1	1	1
2104	1	1	1	1	1	1	1
2106	1	1	1	1	1	0	1
2108	1	1	1	1	1	1	1
2109	1	1	1	0	1	1	1
2110	1	1	1	1	1	1	1
2111	1	1	1	1	1	1	0
2113	1	1	1	1	0	0	0
2117	1	1	1	1	0	0	0
2119	1	1	1	1	0	0	0
2120	1	1	1	0	1	2	0
2121	1	1	1	0	0	0	0
2122	1	1	1	0	1	0	0
2125	1	1	1	1	1	0	0
2126	1	1	1	1	0	0	0
2129	1	1	1	1	0	0	0
2130	1	1	1	0	0	0	0
2134	1	1	1	1	0	0	0
2135	1	1	1	1	0	0	0
2136	1	1	1	0	0	0	0
2137	1	1	1	1	0	0	0
2138	1	1	1	1	0	0	0
2140	1	1	1	1	1	2	0
2142	1	1	1	1	1	1	0
2143	1	1	1	1	1	1	0
2145	1	1	1	1	1	1	0
2149	1	1	1	1	0	0	0
2155	1	1	1	1	1	1	1
2156	1	1	1	1	0	0	0
2162	1	1	1	1	1	0	0
2163	1	1	1	0	0	0	0
2166	1	1	1	1	0	0	0
2167	1	1	1	0	0	0	0
2168	1	1	1	1	1	0	0
2169	1	1	1	1	0	0	0
2172	1	1	1	1	0	1	0
2175	1	1	1	1	0	0	0
2176	1	1	1	1	1	0	0
2177	1	1	1	1	0	0	0
2179	1	1	1	1	0	0	0
2180	1	1	1	1	1	0	0
2182	1	1	1	0	0	0	0
2184	1	1	1	1	0	0	0
2185	1	1	1	1	1	1	1
2187	1	1	1	1	1	0	1
2188	1	1	1	1	1	1	1
2189	1	1	1	1	0	0	0
2191	1	1	1	1	0	0	0
2192	1	1	1	1	0	0	0
2193	1	1	1	0	1	0	0
2195	1	1	1	1	0	0	0
2196	1	1	1	1	0	0	0
2197	1	1	1	1	0	0	0
2198	1	1	1	0	1	0	0
2199	1	1	1	1	1	0	0
2202	1	1	1	1	1	1	0
2204	1	1	1	0	0	0	0
2205	1	1	1	1	1	1	1
2206	1	1	1	1	1	1	0
2207	1	1	1	1	1	0	0
2208	1	1	1	1	1	0	1
2212	1	1	1	1	1	1	1
2213	1	1	1	1	1	1	0
2214	1	1	1	1	1	1	0
2218	1	1	1	1	0	0	0
2220	1	1	1	1	1	0	0
2223	1	1	1	0	0	0	0
2224	1	1	1	0	0	0	0
2225	1	1	1	0	0	0	0
2227	1	1	1	0	0	0	0
2228	1	1	1	0	0	0	0
2229	1	1	1	0	0	0	0
2230	1	1	1	1	0	0	0
2232	1	1	1	1	0	0	0
2234	1	1	1	1	0	0	0
2236	1	1	1	0	0	0	0
2237	1	1	1	1	0	0	0
2241	1	1	1	0	0	0	0
2242	1	1	1	0	0	0	0
2244	1	1	1	0	0	0	0
2245	1	1	1	0	0	0	0
2246	1	1	1	0	0	0	0
2247	1	9	1	0	0	0	0
2248	1	1	1	0	0	0	0
2250	1	1	1	0	0	0	0
2251	1	1	1	0	0	0	0
2252	1	1	1	0	0	0	0
2253	1	1	1	1	0	0	0
2255	1	1	1	1	1	1	1
2256	1	1	1	1	1	0	0
2260	1	1	1	1	0	0	0
2261	1	1	1	0	0	0	0
2263	1	1	1	0	0	0	0
2266	1	1	1	1	0	0	0
2267	1	1	1	1	0	0	0
2268	1	1	1	1	0	0	0
2271	1	1	1	1	0	0	0
2272	1	1	1	1	0	0	0
2275	1	1	1	1	0	0	0
2276	1	1	1	0	0	0	0
2277	1	1	1	1	1	1	0
2281	1	1	1	1	0	0	0
2282	1	1	1	0	0	0	0
2283	1	1	1	1	0	0	0
2289	1	1	1	1	0	0	0
2290	1	1	1	1	1	1	0
2291	1	1	1	1	0	0	0
2297	1	1	1	1	0	0	0
2298	1	1	1	0	1	1	0
2302	1	1	1	1	0	0	0
2303	1	1	1	1	0	0	0
2305	1	1	0	0	0	0	0
2308	1	1	1	1	1	1	1
2310	1	1	1	1	1	1	0
2312	1	1	1	1	1	0	0
2314	1	1	1	0	0	0	0
2317	1	1	1	1	0	0	0
2318	1	1	1	1	0	0	0
2320	1	1	1	1	0	0	0
2321	1	1	1	0	0	0	0
2322	1	1	1	1	0	0	0
2325	1	1	1	1	1	1	0
2331	1	1	1	1	0	0	0
2332	1	1	1	1	1	1	0
2333	1	1	1	1	1	1	0
2334	1	1	1	1	0	0	0
2336	1	1	1	1	0	0	0
2338	1	1	1	1	0	0	0
2340	1	1	1	1	0	0	0
2341	1	1	1	1	0	0	0
2342	1	1	1	1	1	0	1
2343	1	1	2	0	0	0	0
2346	1	1	1	1	0	0	0
2353	1	1	1	1	1	1	0
2354	1	1	1	0	1	1	0
2355	1	1	1	1	0	0	1
2361	1	1	1	1	1	1	0
2362	1	2	1	1	1	1	1
2364	1	1	1	1	1	1	0
2365	1	1	1	0	0	0	0
2366	1	1	1	1	1	1	0
2368	1	1	1	1	1	1	0
2369	1	1	1	1	1	1	0
2371	1	1	1	1	0	0	0
2373	1	1	1	1	0	0	0
2374	1	1	1	1	0	0	0
2376	1	1	1	1	0	0	0
2380	1	1	1	1	0	0	0
2381	1	1	1	1	1	1	1
2382	1	1	1	1	1	1	0
2384	1	1	1	1	1	1	1
2386	1	1	1	1	1	1	0
2387	1	1	2	1	1	1	0
2388	1	1	1	0	0	0	0
2389	1	1	1	1	0	0	0
2390	1	1	1	1	0	0	0
2391	1	1	1	1	0	0	0
2393	1	1	1	1	0	0	0
2394	1	1	1	1	0	0	0
2395	1	1	1	1	1	1	0
2398	1	1	1	1	0	0	0
2400	1	1	1	1	0	0	0
2401	1	1	1	1	0	0	0
2402	1	1	1	1	1	0	0
2404	1	1	1	1	0	0	1
2407	1	1	1	1	0	0	0
2408	1	1	1	1	0	0	0
2411	1	1	1	2	0	0	0
2412	1	1	1	1	0	0	0
2414	1	1	1	1	0	0	0
2415	1	2	1	1	0	0	0
2416	1	1	1	1	0	0	0
2418	1	1	1	1	1	1	0
2419	1	1	1	1	1	0	0
2421	1	1	1	1	1	0	0
2422	1	1	1	1	0	0	0
2423	1	1	1	1	0	0	0
2424	1	1	1	1	0	0	0
2425	1	1	1	0	1	1	1
2426	1	1	1	0	0	0	0
2427	1	1	1	0	0	0	0
2428	1	1	1	0	0	0	0
2429	1	1	1	2	0	0	0
2430	1	1	1	1	0	0	0
2431	1	1	1	1	0	0	0
2432	1	1	1	1	0	0	0
2433	1	1	1	0	0	0	0
2434	1	1	1	0	0	0	0
2435	1	1	1	1	0	0	0
2436	1	1	1	1	0	0	0
2438	1	1	1	1	0	0	0
2441	1	1	1	0	0	0	0
2443	1	1	1	1	0	0	0
2444	1	1	1	1	0	0	0
2445	1	1	1	1	0	0	0
2447	1	1	1	7	0	0	0
2449	1	1	1	1	0	0	0
2453	1	1	2	1	0	0	0
2454	1	1	0	1	0	0	0
2455	1	1	1	0	1	0	1
2459	1	1	1	1	0	0	0
2462	1	1	1	1	0	0	0
2467	1	1	1	1	1	1	1
2468	1	1	1	1	0	0	0
2469	1	1	1	1	0	0	0
2471	1	1	1	1	1	1	0
2475	1	1	1	1	0	0	0
2476	1	1	1	1	1	1	0
2478	1	1	1	1	0	0	0
2481	1	1	1	1	1	1	0
2482	1	1	1	1	0	0	0
2484	1	1	1	0	1	1	0
2485	1	1	1	1	1	0	0
2486	1	1	1	1	1	2	0
2487	1	1	1	1	0	0	0
2488	1	1	1	1	0	0	0
2489	1	1	1	1	0	0	0
2490	1	1	1	0	1	1	1
2491	1	1	1	1	0	0	0
2492	1	1	1	0	0	0	0
2495	1	1	1	0	0	0	0
2496	1	1	1	1	0	0	0
2497	1	1	1	0	0	0	0
2502	1	1	1	0	0	0	0
2506	1	1	1	1	1	1	1
2508	1	1	1	1	1	0	0
2514	1	1	1	1	0	1	0
2515	1	1	1	0	0	0	0
2516	1	1	1	1	0	0	0
2517	1	1	1	1	0	0	0
2518	1	1	1	0	0	0	0
2520	1	1	1	1	1	1	0
2522	1	1	1	6	0	0	0
2524	1	1	1	1	1	0	0
2525	1	1	1	1	0	1	0
2527	1	1	1	1	0	0	0
2528	1	1	1	1	0	0	0
2530	1	1	1	1	0	0	0
2531	1	1	0	1	1	1	1
2534	1	1	1	0	0	0	0
2536	1	1	1	0	0	0	0
2538	1	1	1	1	0	0	0
2539	1	1	1	1	0	0	0
2540	1	1	1	1	0	0	0
2541	1	1	1	1	0	1	0
2542	1	1	1	1	0	0	0
2546	1	1	1	1	0	0	0
2550	1	1	1	1	0	0	0
2551	1	1	1	2	0	0	0
2554	1	1	1	1	1	1	1
2555	1	1	1	1	0	0	0
2556	1	1	1	1	0	0	0
2558	1	1	1	1	0	0	0
2560	1	1	1	1	0	0	0
2561	1	1	1	1	0	0	0
2562	1	1	1	1	0	0	0
2567	1	1	1	0	0	0	1
2568	1	1	1	0	0	0	0
2569	1	1	1	0	0	0	0
2572	1	1	1	0	0	0	0
2575	1	1	1	1	0	0	0
2580	1	1	1	0	0	0	0
2586	1	1	1	1	1	0	0
2587	1	1	2	1	1	1	0
2589	1	1	1	1	0	0	0
2590	1	1	1	1	1	0	0
2591	1	1	1	1	0	0	0
2592	1	1	1	1	1	1	1
2593	1	1	1	1	0	0	0
2595	1	1	1	1	0	0	0
2597	1	1	1	1	1	1	0
2599	1	1	1	1	0	0	0
2602	0	1	1	1	0	0	0
2603	1	1	2	2	0	0	0
2606	1	1	1	1	0	0	0
2608	1	1	1	1	1	1	0
2614	1	1	1	1	0	0	0
2616	1	1	1	1	1	1	1
2617	1	1	1	1	0	0	0
2619	1	1	1	1	0	0	0
2626	1	1	1	0	0	0	0
2628	1	1	1	1	0	0	0
2634	1	1	1	1	1	1	0
2635	1	1	1	1	1	2	0
2636	1	1	1	1	0	0	0
2637	1	1	1	1	1	1	0
2640	1	1	1	1	0	0	0
2643	1	1	1	1	0	0	0
2645	1	1	1	1	0	0	0
2647	1	1	1	0	0	0	0
2652	1	1	1	1	0	0	0
2657	1	1	1	0	0	0	0
2658	1	1	1	0	1	1	0
2660	1	1	1	1	1	0	0
2661	1	1	1	1	1	1	0
2662	1	1	1	1	1	1	0
2663	1	1	1	1	1	1	0
2664	1	1	1	1	0	0	0
2666	1	1	1	1	0	0	0
2667	1	1	1	1	1	1	0
2668	1	1	1	1	0	0	0
2670	1	1	1	1	1	1	0
2672	1	1	1	1	1	0	0
2675	1	1	1	1	0	0	0
2676	1	1	1	1	1	1	1
2677	1	1	1	1	0	0	0
2678	1	1	1	1	0	0	0
2679	1	1	1	1	0	0	0
2680	1	1	1	1	1	1	0
2682	1	1	1	1	0	0	0
2683	1	1	1	1	1	1	0
2685	1	1	1	0	1	1	0
2688	1	1	1	1	0	0	0
2689	1	1	1	1	0	0	0
2690	1	1	1	1	0	0	0
2691	1	1	1	1	1	0	1
2693	1	1	1	1	0	0	0
2694	1	1	1	1	0	0	0
2695	1	1	1	1	0	0	0
2697	1	1	1	0	0	0	0
2698	1	1	1	1	0	0	0
2699	1	1	1	1	1	0	1
2701	1	1	1	1	1	1	1
2702	1	1	1	1	0	0	0
2705	1	1	0	1	1	1	0
2708	1	1	1	1	0	0	0
2709	1	1	1	1	0	0	0
2710	1	1	1	1	1	0	0
2711	1	1	1	1	0	0	0
2712	1	1	1	1	0	0	0
2714	1	1	1	0	0	0	0
2715	1	1	1	1	0	0	0
2716	1	1	1	1	1	1	0
2717	1	1	1	1	0	0	0
2718	1	1	1	0	0	0	0
2722	1	1	1	0	0	0	0
2724	1	1	0	1	0	0	0
2726	1	1	1	1	1	1	0
2729	1	1	1	1	1	1	1
2730	1	1	1	1	1	0	1
2731	1	1	1	1	1	1	0
2734	1	1	1	1	0	0	0
2735	1	1	1	1	0	0	0
2736	1	1	1	1	1	1	0
2737	1	1	1	1	0	0	0
2738	1	1	1	1	1	0	0
2739	1	1	1	1	1	0	1
2741	1	1	1	1	0	0	0
2742	1	1	1	0	0	0	0
2743	1	1	2	0	0	0	0
2744	1	1	1	1	0	0	0
2745	1	1	1	1	0	2	0
2746	1	1	1	1	0	0	0
2751	1	1	0	1	0	0	0
2752	1	1	1	1	0	0	0
2753	1	1	1	1	0	0	0
2754	1	1	1	1	1	1	1
2755	1	1	1	1	1	1	0
2758	1	1	1	1	1	0	0
2759	1	1	1	1	0	0	0
2760	1	1	1	1	1	0	0
2762	1	1	1	0	0	0	0
2764	1	1	1	1	0	0	0
2765	1	1	1	1	1	0	0
2766	1	1	1	1	1	0	0
2768	1	1	0	1	0	0	0
2769	1	1	1	0	0	0	0
2770	1	1	1	2	0	0	0
2771	1	1	1	0	1	1	0
2773	1	1	1	1	0	0	0
2774	1	1	1	1	1	0	0
2775	1	1	1	1	0	0	0
2776	1	1	1	1	0	0	0
2778	1	1	1	1	0	0	0
2779	1	1	1	1	1	1	1
2780	1	1	1	1	1	0	1
2781	1	1	1	1	1	1	1
2782	1	1	1	1	1	1	0
2783	1	1	1	1	1	1	0
2784	1	1	1	1	2	1	1
2785	1	1	2	1	1	1	0
2786	1	1	1	1	1	1	1
2789	1	1	1	1	0	0	0
2791	1	1	1	1	1	1	1
2792	1	1	1	1	0	0	0
2794	1	1	1	1	1	1	1
2797	1	1	1	0	0	0	0
2799	1	1	1	1	0	0	0
2800	1	1	1	1	1	1	0
2801	1	1	1	1	0	0	0
2804	1	1	1	1	1	1	0
2805	1	1	1	1	0	0	0
2807	1	1	1	1	0	0	0
2808	1	1	1	1	1	0	0
2809	1	1	1	1	1	1	1
2811	1	1	1	1	0	0	1
2813	1	1	1	1	0	0	0
2814	1	1	1	1	2	0	0
2815	1	1	1	1	1	1	0
2816	1	1	1	1	1	1	0
2820	1	1	1	1	0	0	0
2821	1	1	0	2	0	0	0
2822	1	1	1	0	0	0	0
2824	1	1	1	1	0	0	0
2826	1	1	1	1	0	0	0
2829	1	1	1	0	0	0	0
2830	1	1	1	0	0	0	0
2833	1	1	1	1	0	0	0
2836	1	1	1	1	0	0	0
2838	1	1	0	1	2	2	0
2839	1	1	1	1	1	1	1
2840	1	1	1	1	0	0	0
2841	1	1	1	1	0	0	0
2843	1	1	1	1	1	1	0
2844	1	1	1	1	0	0	0
2845	1	1	1	0	0	0	0
2846	1	1	1	1	0	0	0
2847	1	1	1	1	0	1	0
2848	1	1	1	1	0	0	0
2850	1	1	1	1	0	0	0
2852	1	1	1	1	1	0	0
2854	1	1	1	0	1	1	0
2856	1	1	1	1	1	1	1
2859	1	1	1	1	0	0	0
2860	1	1	1	0	0	0	0
2861	1	1	1	2	0	0	0
2862	1	1	1	0	0	0	0
2863	1	1	2	1	1	1	0
2865	1	1	1	1	1	1	0
2866	1	1	1	1	1	1	0
2867	1	1	1	0	0	0	0
2869	1	1	1	1	0	0	0
2871	1	1	1	0	1	0	0
2872	1	1	1	0	0	0	0
2875	1	1	1	1	0	0	0
2876	1	1	1	1	0	0	0
2879	1	1	1	1	1	0	0
2880	1	1	1	1	0	0	0
2881	1	1	1	1	1	0	0
2882	1	1	1	0	0	0	0
2883	1	1	1	1	0	0	0
2887	1	1	1	0	0	0	0
2888	1	1	1	1	0	0	0
2890	1	1	1	1	0	0	0
2891	1	1	1	1	0	0	0
2893	1	1	1	1	0	0	0
2894	1	1	1	0	0	0	0
2895	1	1	1	1	0	1	0
2897	1	1	1	1	1	1	1
2899	1	1	1	1	1	0	1
2900	1	1	1	1	1	1	1
2902	1	1	1	1	0	0	0
2903	1	1	1	1	1	0	1
2904	1	1	1	0	1	0	0
2906	1	0	1	1	1	1	1
2908	1	1	1	1	1	1	1
2912	1	1	1	1	0	0	0
2914	1	1	1	0	0	0	0
2916	1	1	1	0	0	0	0
2917	1	1	1	1	0	0	0
2918	1	1	1	0	1	0	0
2919	1	1	1	1	0	0	0
2920	1	1	1	1	0	0	0
2921	1	1	1	1	2	1	0
2923	1	1	1	1	1	1	0
2924	1	1	1	1	0	0	0
2925	1	1	1	0	0	1	1
2926	1	1	1	0	0	0	1
2929	1	1	1	0	0	0	0
2930	1	2	1	1	1	1	0
2931	1	1	1	1	0	0	0
2935	1	1	1	0	0	0	0
2937	1	1	1	0	0	0	0
2939	1	1	1	1	0	0	0
2940	1	1	1	1	0	0	0
2941	1	1	1	1	0	0	0
2942	1	1	1	1	0	0	0
2944	1	1	1	1	0	0	0
2946	1	1	1	0	0	0	0
2947	1	1	1	1	0	0	0
2948	1	1	1	0	0	0	0
2949	1	1	1	0	0	0	0
2951	1	1	1	1	1	1	0
2952	1	1	1	1	1	0	1
2953	1	1	1	1	0	0	0
2954	1	1	1	1	1	1	0
2957	1	1	1	1	0	0	0
2958	1	1	1	0	0	0	0
2959	1	1	1	1	1	1	0
2961	1	1	1	1	0	0	0
2965	1	1	1	1	1	2	0
2966	1	1	1	0	0	0	0
2967	1	1	1	1	2	1	0
2968	1	1	1	0	0	0	0
2970	1	1	1	0	1	1	0
2971	1	1	1	1	0	0	0
2972	1	1	1	1	0	0	0
2974	1	1	1	0	0	0	0
2975	1	1	1	0	0	0	0
2978	1	1	1	1	1	0	0
2979	1	1	1	1	1	1	1
